content_id,content,subject,sentiment_value,sentiment_word
mQIp63RYybGa7Twv,动力会比未升级前略逊色，但感觉不到。    ,动力,-1,逊色
5NFELMeYyz2Vfv8O,市区道路油耗高点正常。首保完了后会好很多，不过你3200也可以做首保了，首保完了再观察观察 亲测巡航可以略微降低油耗。。。,油耗,0,
1TkpsRiHMhvy7ean,像我这种小城市没有98还不是只能95，目前加了三箱95的还没出现爆震，只是油耗高了点    ,油耗,-1,高了点
ELv2XIFM8VRCrBkd,老款4AT变速箱挡位少，动力衔接有突兀。正常。,动力,0,
wVX7b8gqc5xaU0tY,不用纠结这个，铁皮用了几十年了，一样安全。前几年，浙江电视台有个节目黑日系车，断章取义地说铁皮油箱不安全。又拿不出有力的证据证明，真是吃饱了撑的。,安全性,1,
8Vxli2vCJyokYtzd,你森林人2.0t和他们比还差不多，动力操控和越野都比他们强，但是减震舒适就比不过了。但是crv顶配比这两个顶配要便宜很多。    ,舒适性,-1,比不过
8Vxli2vCJyokYtzd,你森林人2.0t和他们比还差不多，动力操控和越野都比他们强，但是减震舒适就比不过了。但是crv顶配比这两个顶配要便宜很多。    ,动力,1,强
8Vxli2vCJyokYtzd,你森林人2.0t和他们比还差不多，动力操控和越野都比他们强，但是减震舒适就比不过了。但是crv顶配比这两个顶配要便宜很多。    ,操控,1,强
vp9uEAwNfIxlLiSz,我也这么觉得，现在尽管吉利博越，荣威rx5这些车型出现，我也比较高兴能看到中国能发展到这样，但是，我比较担心它的品质，可靠性，这是与国外车型历史没法比的，最关键一点是油耗都不低！   ,油耗,0,
6Dtjn80VmLsxadBA,不是一个类型的车啊。昂科威卖点是动力和空间。CRV卖点是皮实耐用，中庸，多功能。森林人卖点是操控和轻度越野。看你要什么。,空间,0,
6Dtjn80VmLsxadBA,不是一个类型的车啊。昂科威卖点是动力和空间。CRV卖点是皮实耐用，中庸，多功能。森林人卖点是操控和轻度越野。看你要什么。,动力,0,
6Dtjn80VmLsxadBA,不是一个类型的车啊。昂科威卖点是动力和空间。CRV卖点是皮实耐用，中庸，多功能。森林人卖点是操控和轻度越野。看你要什么。,操控,0,
O4lGHFXmzasT17eJ,外观是一个方面，现款的魂动我都觉得很漂亮了，就怕通过性不好，离地间隙倒不错就是接近角太小，我喜欢摄影有时会跑烂路。    ,外观,0,
8A9tGeYIXa3PJL6N,还是担心动力问题，我今天去看车，18款的，问到19款的时候4s店员告诉我19款只有2.0的，总觉得不够用啊，19款有2.0t的吗,动力,0,
WwQjFkHSLZe1gbfO,19款会有2.0t的吗，今天去看了18款，真的很喜欢，唯一有点不满意的就是内饰和车的宽度，19款都有很大的改变，相当符合我的标准，当然还有动力，说实话，网上看到2.0t，350匹马力的时候??砰砰跳。,内饰,-1,不满+E+E11:E742
WwQjFkHSLZe1gbfO,19款会有2.0t的吗，今天去看了18款，真的很喜欢，唯一有点不满意的就是内饰和车的宽度，19款都有很大的改变，相当符合我的标准，当然还有动力，说实话，网上看到2.0t，350匹马力的时候??砰砰跳。,空间,-1,不满意
WwQjFkHSLZe1gbfO,19款会有2.0t的吗，今天去看了18款，真的很喜欢，唯一有点不满意的就是内饰和车的宽度，19款都有很大的改变，相当符合我的标准，当然还有动力，说实话，网上看到2.0t，350匹马力的时候??砰砰跳。,动力,1,很喜欢
NdY5PVQ0nCWybI4D,价格问题的话我宁愿加点钱买2.0t的，动力太重要，新车什么时候开始发售知道吗，等不及了。。    ,动力,0,
etfGoENuKbF3x4U0,朋友，你好！你这么讲也有道理，车辆的品质稳定性确实也是买车的时候需要衡量的极大要素之一！你能不能对照现在森林人的价格，推荐几个你觉得在这个价位上，比森林人更好的选择，只要推荐SUV车型的！      ,价格,0,
ol6gbdwxVFWCch7q,新款，冲着动力发动机黑科技去的。试驾感觉还可以。其实是不是全时四驱无所谓，我主要是看动力。    ,动力,0,
4A6rpTYaBcdhCQOk,我也想把导航升级了，目前都是用手机,配置,0,
MloPC7paK6uJT2XU,也是。。呵呵。。昨天跟朋友去一汽大众的店溜达，看到探歌感觉还行，我就问销售，结果2个回答，这车还没上市，不知道。我去我自己瞅了2眼基本配置情况都知道了，他们就能应付到这种地方，啥玩意都不懂。   ,配置,0,
NHvShLKEs1I6Ud4X,您好，价格升降需要您及时关注车子的官网或者汽车之家的更新信息,价格,0,
S3db0m1sCz2WEgRh,听说2019款很好，不烧机油，噪音减少，空间变大。,舒适性,1,噪音减少
S3db0m1sCz2WEgRh,听说2019款很好，不烧机油，噪音减少，空间变大。,空间,1,变大
S3db0m1sCz2WEgRh,听说2019款很好，不烧机油，噪音减少，空间变大。,动力,1,不烧机油
6XNCbAqLlKUhT83a,混动的电机主要是在加速和油耗上有帮助吧,油耗,0,
6XNCbAqLlKUhT83a,混动的电机主要是在加速和油耗上有帮助吧,动力,0,
JkybSjA39hdZ8apr,本人5月北京提车，同配置，落地近31万（上完牌照），你说贵不贵？,配置,0,
JkybSjA39hdZ8apr,本人5月北京提车，同配置，落地近31万（上完牌照），你说贵不贵？,价格,0,
02VHu4amZkpAGTb7,常用配件价格不贵，跟大众差不多。而且常用配件都有备货，如果不太常用的可能需要等，但也绝不是从日本现运，北京大库都有货。,价格,0,
EiglxVZ1mYd5KI6e,上一代没有，这一代动力整体降了，没有2t，加一个2.5，2.0加个轻混。市场变了，企业也要变。    ,动力,-1,降了
gIxPpm4A5SYdUNVj,这个已经了解过，狮特价格贵，材料基本上没啥区别，看个人吧。   ,价格,-1,贵
FCnXvVi5wLmeEGpb,不太推荐吧，虽然车不错，但是毕竟是进口的，售后保养费用和油耗都是要考虑的一个方面。,油耗,0,
nijblMTzRyI0Aph4,车辆的油耗主要还是和你个人驾驶习惯决定的，车辆单次行驶距离和路况同样有关系，车辆均速低油耗自然高。,油耗,-1,高
FNPXQO2w3E7Yecz8,没人说xv2.0动力不够，只是说这么好的操控配2.0有点可惜了，如果配2.0t就是一款很棒的运动型多功能车    ,动力,0,
FNPXQO2w3E7Yecz8,没人说xv2.0动力不够，只是说这么好的操控配2.0有点可惜了，如果配2.0t就是一款很棒的运动型多功能车    ,操控,0,
B1T9vZRtWVr7dSqc,2.5豪和2.5ES，你选择哪个配置？   ,配置,0,
ysDzufYq94TaxWM7,动力的话不踩油门哪里出得来,动力,0,
1rb0xBFfuwapJlho,噪音大不？油耗增加吗？    ,油耗,0,
1rb0xBFfuwapJlho,噪音大不？油耗增加吗？    ,舒适性,0,
rdQeowERPmcJqUVG,你可以对比一下配置表，你也太懒了，这也要问别人,配置,0,
6I83zm0vsgTDCGxW,这主要涉及到斯巴鲁是不是真的想把饼做大，还仅仅是维持在它希望维持的一个量就足够了，如果只为了维持一个既定的量，那斯巴鲁最后就不可能不控制价格来维持自己制定的利润    ,价格,0,
Ix01KAJHRfZMnPm2,换车！18款的油耗就低了,油耗,1,低
PJNYxk7luq8jvLhS,目前为止还没有19款的任何配置资料,配置,0,
WKloRiHZ3MQt1LpP,别听1楼的，内部空间秒C。霸道已经不是以前的霸道了，现在就剩个壳子了。,空间,1,
6MvaxHK9XlkWe1Ds,送你一句网红话，希望你买的每一辆车都是因为喜欢，而不是便宜。抛去价格因素，就知道你需要的是什么了,价格,0,
iHAa4KpdtYhXJ2U7,性价比很高，特装的配置也很好。    ,配置,1,好
jVBPwW0hRUap3IJl,舍得保养，没啥毛病！只要内饰你能接受，就没啥缺点了！省油平顺，动力也够，还有同级别较强的越野能力！森林人地盘估计你不会嫌软，市区速度慢小颠簸有点硬的受不了，换成高速就是稳定性的优点！,油耗,1,
jVBPwW0hRUap3IJl,舍得保养，没啥毛病！只要内饰你能接受，就没啥缺点了！省油平顺，动力也够，还有同级别较强的越野能力！森林人地盘估计你不会嫌软，市区速度慢小颠簸有点硬的受不了，换成高速就是稳定性的优点！,内饰,-1,有缺点
jVBPwW0hRUap3IJl,舍得保养，没啥毛病！只要内饰你能接受，就没啥缺点了！省油平顺，动力也够，还有同级别较强的越野能力！森林人地盘估计你不会嫌软，市区速度慢小颠簸有点硬的受不了，换成高速就是稳定性的优点！,动力,1,
jVBPwW0hRUap3IJl,舍得保养，没啥毛病！只要内饰你能接受，就没啥缺点了！省油平顺，动力也够，还有同级别较强的越野能力！森林人地盘估计你不会嫌软，市区速度慢小颠簸有点硬的受不了，换成高速就是稳定性的优点！,操控,0,
V5XDrQ82LlaJkys7,你这个价格除了裸车和购置税，还包括保险和上牌出库费用么？ 裸车不到25w，哪个店？我也要去买   ,价格,1,
k0O1l97TJKG3pEQD,横坐标时间单位分钟，纵坐油耗单位英里/加仑标,油耗,0,
C8o1Hh6lbEeiyNqD,看汽车之家的配置单，貌似变速箱也有点差异    ,动力,0,
S7MxotmJnkVfjENq,城市道路只有9还不满足……在正常不过了，换了机油油耗略微增加说明你的机油流动性不如之前好，也可能和机油没关系。不过从你之前的帖子看得出，还是开的少了。,动力,-1,不如之前
jx35Ji6gpGSU8NLD,MPG: miles per gallon 是油耗单位，森林人官方数据是city26 highway32 综合28。,油耗,0,
rf2MuGVswT8SIn3x,18款 豪华最划算了 如果对外观没有特别的要求,外观,0,
ysuTCKDM6FdZfAlo,森林人，操控性好点， 傲虎，舒适性、豪华感 看你中意哪样，选择 （我刚刚贴的 林拉公路的路况图片飞了？？？再贴一次） 下面是2018春节，拉萨到林芝 来回，过米拉山口的冰雪混合路况，此时，操控是王道，音响差、内饰不好等等都是浮云，，，,舒适性,0,
ysuTCKDM6FdZfAlo,森林人，操控性好点， 傲虎，舒适性、豪华感 看你中意哪样，选择 （我刚刚贴的 林拉公路的路况图片飞了？？？再贴一次） 下面是2018春节，拉萨到林芝 来回，过米拉山口的冰雪混合路况，此时，操控是王道，音响差、内饰不好等等都是浮云，，，,内饰,-1,差
ysuTCKDM6FdZfAlo,森林人，操控性好点， 傲虎，舒适性、豪华感 看你中意哪样，选择 （我刚刚贴的 林拉公路的路况图片飞了？？？再贴一次） 下面是2018春节，拉萨到林芝 来回，过米拉山口的冰雪混合路况，此时，操控是王道，音响差、内饰不好等等都是浮云，，，,操控,1,好
zrIDEaH2UpdjcOw7,西藏下半年冰雪路面，森林人是首选， 2018春节，林芝----拉萨来回坐过了，冰雪路面这车开着有信心 这是过米拉山口的路况，路面是冰雪混合的，，，森林人操控没得说，这里，什么音响差、内饰差，都是浮云，，，,内饰,-1,差
zrIDEaH2UpdjcOw7,西藏下半年冰雪路面，森林人是首选， 2018春节，林芝----拉萨来回坐过了，冰雪路面这车开着有信心 这是过米拉山口的路况，路面是冰雪混合的，，，森林人操控没得说，这里，什么音响差、内饰差，都是浮云，，，,操控,1,没得说
i3HMQd5pk9onzwD0,如果要效果好还是要换透镜的，目前好多是用双光透镜改近光灯，远光同时也能用的，用氙灯，价格在2000－4000元不等。,价格,0,
jKNSTXtDu2sbEWvn,我也2、0L，油耗并不高，7以下,油耗,0,
BgYNX6yGkHpSOqiA,这价位各种合资suv也都不差吧，斯巴鲁也就水平对置发动机和全时四驱是卖点。动力，配置，外观和内饰都是硬伤,外观,-1,硬伤
BgYNX6yGkHpSOqiA,这价位各种合资suv也都不差吧，斯巴鲁也就水平对置发动机和全时四驱是卖点。动力，配置，外观和内饰都是硬伤,配置,-1,硬伤
BgYNX6yGkHpSOqiA,这价位各种合资suv也都不差吧，斯巴鲁也就水平对置发动机和全时四驱是卖点。动力，配置，外观和内饰都是硬伤,内饰,-1,硬伤
BgYNX6yGkHpSOqiA,这价位各种合资suv也都不差吧，斯巴鲁也就水平对置发动机和全时四驱是卖点。动力，配置，外观和内饰都是硬伤,价格,0,
BgYNX6yGkHpSOqiA,这价位各种合资suv也都不差吧，斯巴鲁也就水平对置发动机和全时四驱是卖点。动力，配置，外观和内饰都是硬伤,动力,-1,硬伤
WYHhUzES1g3eDVaf,推荐森林人。你用森林人和傲虎做比较，说明你对7座没有要求，那么森林人足够用。森林人后排空间和储存空间稍微比傲虎小一点，剩下的不差什么。森林人整体体型比傲虎小一圈，通过性更好更灵活,空间,-1,小一点
WYHhUzES1g3eDVaf,推荐森林人。你用森林人和傲虎做比较，说明你对7座没有要求，那么森林人足够用。森林人后排空间和储存空间稍微比傲虎小一点，剩下的不差什么。森林人整体体型比傲虎小一圈，通过性更好更灵活,操控,1,更好更灵活
I9KpUw2PCQRF8rkE,另一个帖子问傲虎和森林人的该不会也是你吧，好像都是去过西藏啥的嘛，看到X3我觉得可推荐的就多了，陆巡和霸道，别想了，这个级别里从保值耐操舒适和保养费用，基本算是无敌了，就是买车略贵点,舒适性,1,
6xN4HfqV10PhTplE,刹车无小事，ap 自己用车最好也别改。我不了解你们那里，我这里审车改了刹车也不给过，必须复原。山东 东营车主。最后说一句，国内没有改车环境，改装车一遇到政府这会那活动的就是过街老鼠，想折腾还是玩内饰吧。,内饰,0,
6xN4HfqV10PhTplE,刹车无小事，ap 自己用车最好也别改。我不了解你们那里，我这里审车改了刹车也不给过，必须复原。山东 东营车主。最后说一句，国内没有改车环境，改装车一遇到政府这会那活动的就是过街老鼠，想折腾还是玩内饰吧。,安全性,0,
FsTj105cdZwNmbQX,现在斯巴鲁降关税后，全车系官方指导价价格下降了大概是13000-19000元吧，斯巴鲁4S店现在在车价下调后还有优惠，之前进4S店看车，有的部分特殊车型现在好像是优惠3万,价格,1,下降
mMORK8u7XbsgiY5x,斯巴鲁的车的调教还是很不错的，就是内饰设计做工和售后保养需要考虑一下。,内饰,0,
d9lT7AyvQrDBPFVc,这车不错，有7座版，2.4T动力,动力,0,
kTWGAr6olxRNEOfI,这车内饰设计用料又提升了一个档次，动力2.4T还是可以的   ,内饰,1,
kTWGAr6olxRNEOfI,这车内饰设计用料又提升了一个档次，动力2.4T还是可以的   ,动力,1,还可以
k1X2i8ugtHolYnz4,是的就是2+2+3布局7座，内饰和用料又提升一个档次了，哈哈哈就看国内价格怎么定了   ,内饰,1,
k1X2i8ugtHolYnz4,是的就是2+2+3布局7座，内饰和用料又提升一个档次了，哈哈哈就看国内价格怎么定了   ,价格,0,
10M8iyNOlzpG2k6Q,之前看感觉这个2.4t动力参数很一般，如果2.4t能够做到跟保时捷或大众2.5t的动力，再配上8at，就完美了。起价不到40，销量会有的。,动力,0,
6rFa19XzB75LYtSU,湖边和周边草原上公路海拔不低，车速也不低，大车不少，超车要谨慎。我的2.5在3000米左右从80公里上提速到110借对向道超前车，感觉动力不足。一定要注意与对向车道的车子拉开足够距离。去茶卡的话，橡皮山上了3300米动力明显衰减，不买2t绝对是大错误。,动力,-1,不足
IA3qnQvE6aFPdjS2,最大障碍就是价格，汉兰达啥的都不提了，就福特的探险者性价比目前看和它差不多    ,价格,-1,
qjV9iNKeM0r4CPwm,荣放试驾感受没有森林人好，总觉得少点什么，可能是不喜欢这种驾驶感受普通的车，但是荣放的外观确实还不错，黑外黑内，还挺有感觉的嘛,外观,1,不错
EmjKz4dgNkeb716J,五代有2.5的直喷和2.0的轻混动 钱够的话 肯定上2.5的 2.0动力在市里开也很轻松 但是肯定一出去就不行了,动力,0,
fVUKSzQiRB1xLOW4,正常，我也是刚跑300多公里，2.5，平均时速19，油耗9.1，少急加速，少急刹车,油耗,0,
DJPsdaNIr4QMegE1,建议动力要买大不买小，小马拉大车不省油。车载重量大时、爬坡大时的动力大要省油，小排量在此时要加大供油量来提高动力，所消耗的油量要比大排量多，总体下来小排量并不省油的。条件允许的情况下还是买带ES的。使用起来还是有很多方便的地方。个人意见，不知能否有帮助。,油耗,0,
DJPsdaNIr4QMegE1,建议动力要买大不买小，小马拉大车不省油。车载重量大时、爬坡大时的动力大要省油，小排量在此时要加大供油量来提高动力，所消耗的油量要比大排量多，总体下来小排量并不省油的。条件允许的情况下还是买带ES的。使用起来还是有很多方便的地方。个人意见，不知能否有帮助。,动力,0,
eZokz49suLbt7DdV,建议原厂胎。耐用。at会增加油耗跟胎噪。这车的定位是轻度越野。原厂胎的性能够用了。,油耗,-1,增加
eZokz49suLbt7DdV,建议原厂胎。耐用。at会增加油耗跟胎噪。这车的定位是轻度越野。原厂胎的性能够用了。,操控,0,
ERTatI19ix6ZWU7C,真的，现在裸车36差不多了，价格出乎意料    ,价格,0,
5GZ21TgvWLExDkF4,这个油耗是最不好说的啊，每个人的驾驶习惯不一样，行驶路况也不一样，所以油耗肯定会有差异的。,油耗,0,
Y32iUvBWpHbjrNmn,这个汽车油耗和实际使用路况、个人驾驶习惯、实际的温度环境都有关系的，市区和路况不好的话油耗普遍高一些，十个旁边比较普遍，想省油的话尽量匀速行驶，温柔驾驶。,油耗,0,
Sbo1jVPOnRYtCMLJ,油耗的高低和路况匀速及每个人的驾驶习惯有关系，冬天气温低，汽油的雾化、燃烧效率较差，夏天开空调增加发动机阻力，因此冬、夏的油耗确实会比春秋季节略高点，所以没有统一标准！,油耗,-1,高点
0YJAoZepQhCkLWE7,新款老带劲了，SGP平台了解一下刚性提升了解一下，安全性提升了解一下，过弯更稳了解一下，振动过滤更强了解一下，内饰材质升级了解一下   ,内饰,1,
0YJAoZepQhCkLWE7,新款老带劲了，SGP平台了解一下刚性提升了解一下，安全性提升了解一下，过弯更稳了解一下，振动过滤更强了解一下，内饰材质升级了解一下   ,安全性,1,
xY4GXjMEF6pevZQJ,这个自然是可以接受的价格 要是不满意就列个清单再讲讲  时间不充足就入手吧,价格,0,
5NQPnm0LX4VZpsxM,您好，您可以在汽车之家口碑板块查看下这款车的真实车主的实际提车价格作参考的。,价格,0,
HjdPe2TohGWqULwi,森林人2.5i尊贵ES导航版    ,配置,0,
H8LRClQc46YeUmXM,重心低，地盘极限不输……真的好多人神话森林人，森林人低重心不错，但是和马自达cx5这类主打操控的suv根本不能比，别说macan了，自己去试。    ,操控,0,
AF27u46WpG0sgYKT,斯巴鲁越做越烂，各大厂家2t都是主流，斯巴鲁一直拿做当高端卖……搞的潜在买家都在纠结动力。,动力,0,
0PyvdkIGm8noRtXY,我的是18款2.0的。试驾时候感觉动力够了，开了一阵就……你要动力还是2.5吧。,动力,0,
xsvBkCXdK6c0ot5p,哎，上2.5要把牙咬碎了....这个级别实在找不出第二款这么全面的车了。crv /rav4 / 途观....一堆下了泥地就趴窝的样子货。跑个陕甘川西藏东北啥的，实在没有安全感。准备用一个suv这几年把全国跑一圈，这价格区间，是不是也只有森林人合适了   ,价格,0,
5Mr6FDoE7xwtVv23,方便传一下外观照片吗？想装一个！谢谢了！    ,外观,0,
cAK6Xev1EtiuhdLq,你的车 有导航吗？ 导航里有些不明白的 我想问。我买的是 有导航的 但是用导航系统的时候 经常 嘀 一生出现一些省时间的绕道系统 很讨厌。你知道怎么撤销这个设定呢？    ,配置,0,
RXcCBb2SKZlevgV8,没有导航，我都用手机导航    ,配置,0,
MnydiXAUuZgvC8Gh,每个地方的价格都不一样，建议多去对比一下。,价格,0,
cYTQPgSrKvw6RLHW,贵啊 xt5我去年中旬看的 25t最低配上路也要33w 坐标苏州～ 森林人xt才这个价格吧 所以后来买了2.5特装 上路29w不到    ,价格,0,
nVj34LC1kqXO8ABx,就动力不一样，其他机械配置都一样，脱困能力估计差别微乎其微，不过还是建议上2.5,配置,0,
nVj34LC1kqXO8ABx,就动力不一样，其他机械配置都一样，脱困能力估计差别微乎其微，不过还是建议上2.5,动力,0,
BRCVJrsc7ENzjTuD,这东西只能看你对动力有没有什么需求了，一般来说新款车型总要比老款车型，在配置舒适性上要有点提升的,舒适性,1,有点提升
BRCVJrsc7ENzjTuD,这东西只能看你对动力有没有什么需求了，一般来说新款车型总要比老款车型，在配置舒适性上要有点提升的,配置,1,有点提升
B0ifj1dtvbp3lFzV,如果2.0混动价格覆盖2.5那还是可以,价格,0,
kZSjAE6sctwp09FO,自家还是动力大些好，你说要全国自驾游，可能会遇上雨雪天气，烂泥的路，要爬爬山走些轻微的沙地，动力大些还是有用的。应该说斯巴鲁的4驱还是不错的一般的路况难不住的，在使用上高配还是要比低配的强的，建议买高配的，后期保养也不算贵的，同级别的比。,动力,0,
8A0meuU9SH5QPd34,xv离地220，都有xmode。我去过越野试驾感觉还行，反正路上比维特拉还少见，内饰也比森林人时尚,内饰,1,
Yi435kfGM8PlWyJQ,品牌在那摆着，必然会贵一点嘛。。你看看Q3 1.4T 落地价格都赶上森林人2.5高配咯~ 无办法啊    ,价格,0,贵一点
b7U34ALaXYvVzgFn,混动的应该是起步和提速快，行驶中的动力就不得而知了,动力,0,
KhmX36weqrRWUjzS,你把森的底盘加强件都装上，调的底盘跟石头一样硬，然后和cx-5去比比看看。森原厂就没有按照纯操控调教兼顾了一些舒适性，但是森有酷似狗改装件。马自达那种出厂避震就很硬的车，原车状态当然比森强一点。我单位同事买的cx5，我自己是森林人。    ,舒适性,0,
KhmX36weqrRWUjzS,你把森的底盘加强件都装上，调的底盘跟石头一样硬，然后和cx-5去比比看看。森原厂就没有按照纯操控调教兼顾了一些舒适性，但是森有酷似狗改装件。马自达那种出厂避震就很硬的车，原车状态当然比森强一点。我单位同事买的cx5，我自己是森林人。    ,操控,0,
GtAK8Bjob9nsCgwO,我感觉是动力不咋地，小毛病没有,动力,-1,不咋地
lA51nS40GYPbWaUk,反正我就是看不上动力，2.5动力也就相当于我之前车1.6t的动力，再换车肯定要2t，但是裸车价格都30多万，那我不会直接上x3、q5了。    ,动力,-1,
NdRpCovVLc1I3Qlu,加瓶雪佛龙 油耗有惊喜,油耗,0,
7q4rf59dpMJCcDPw,正常的小保养，就只是更换机油和机滤，其他做车辆的常规检查。价格根据所换的机油来定，一般的就四五百。,价格,0,
S8gRIzt1DspYF5rU,不过旁边雷诺4s的后视镜总成听说也不便宜，买车之前最好问下主流配件的价格，有些零整比高的比进口还贵    ,价格,-1,贵一点
XCNR7zaB3QTYdLs6,��他翻译的是你问的那句话。这是终生油耗初始化的选项。我很好奇旁边的乘客气囊OFF是怎么亮的   ,油耗,0,
zNlKRiOtcHxGrUSX,一样的，而且XV是斯巴鲁最新平台的产品，城里乡下都可以，油耗还低，对空间没有很高要求很合适   ,油耗,1,低
zNlKRiOtcHxGrUSX,一样的，而且XV是斯巴鲁最新平台的产品，城里乡下都可以，油耗还低，对空间没有很高要求很合适   ,空间,0,
4AHwEcevC5FIV9o0,对了，说到安全。我没质疑过斯巴鲁。在我眼中斯巴鲁不比他们差，还稍微好点，不过车的整体感觉视觉路觉确实没有欧美硬朗。我还是相信安全碰撞试验。不看表面，大家的车同价位安全性设计基本都差不多，差距拉不太大。主要安全还是在自己手里。    ,安全性,0,
pSoJ6hgkQ8iwXbEy,老司机们都说是质量问题！但是新换的普利司通越野胎操控大不如以前的原车胎了    ,操控,-1,
59N7wE6KtIkJCSWu,山寨肯定不是，前两次是4s店里换的，用车路况不好是真的，老实说森林人太单薄了，XT这台车最牛B的是动力和操控，就象人一样长得不够结实       ,动力,1,
59N7wE6KtIkJCSWu,山寨肯定不是，前两次是4s店里换的，用车路况不好是真的，老实说森林人太单薄了，XT这台车最牛B的是动力和操控，就象人一样长得不够结实       ,操控,1,
vDEBOiVMdYSfqHIC,建议你看一下你车子使用说明书上关于平均油耗显示的介绍，按上面的要求设置一下.,油耗,0,
O1fuTCg7DqtFGJcj,奇骏没Eyesight，视野差，味道大，但是便宜啊，特别是保养维修，估计比森林人少1/3。油耗堵车可能相差不大。日产的的CVT变速箱起步顺滑，有种佛系的感觉。   ,油耗,0,
O1fuTCg7DqtFGJcj,奇骏没Eyesight，视野差，味道大，但是便宜啊，特别是保养维修，估计比森林人少1/3。油耗堵车可能相差不大。日产的的CVT变速箱起步顺滑，有种佛系的感觉。   ,舒适性,-1,差
O1fuTCg7DqtFGJcj,奇骏没Eyesight，视野差，味道大，但是便宜啊，特别是保养维修，估计比森林人少1/3。油耗堵车可能相差不大。日产的的CVT变速箱起步顺滑，有种佛系的感觉。   ,动力,1,
Lb56DRUQ2ltM3ysZ,同一批车型，同等配置。同样的问题困扰,配置,0,
EkXHBb6ti2DAWR5L,一样的批次，一样的配置，一样的症状,配置,0,
35GOeVDd4QjfSpNW,感觉一直D挡等待也会浪费动力 从而制造更多的尾气排放 污染 ，那就是正常现象    ,动力,0,
fmiGPdokaYAxZg5K,如果经常走烂路换了没问题，舒适性影响不大，噪音略有增加，油耗增加1升多吧，如果市区，我还是觉得原厂横滨挺好，省油    ,油耗,0,
fmiGPdokaYAxZg5K,如果经常走烂路换了没问题，舒适性影响不大，噪音略有增加，油耗增加1升多吧，如果市区，我还是觉得原厂横滨挺好，省油    ,舒适性,0,
KwQ9syeYNz7O65J3,不在乎空间的话 XV 是可以，全新的平台，一样的四驱。只是接近角离去角不如森林人。或者也可以等一阵子，看看新款吉姆尼会不会引进，非承载车身，更耐艹。,空间,-1,
KwQ9syeYNz7O65J3,不在乎空间的话 XV 是可以，全新的平台，一样的四驱。只是接近角离去角不如森林人。或者也可以等一阵子，看看新款吉姆尼会不会引进，非承载车身，更耐艹。,操控,0,
p0wqs43KvNHgo57x,2.0跟2.5四驱上没区别，xv虽然也不错，但毕竟空间小，出去玩空间还是大点更好。建议lz咬咬牙上2.5吧，我这2.5的还后悔没上xt呢…,空间,-1,小一点
p0wqs43KvNHgo57x,2.0跟2.5四驱上没区别，xv虽然也不错，但毕竟空间小，出去玩空间还是大点更好。建议lz咬咬牙上2.5吧，我这2.5的还后悔没上xt呢…,操控,0,
er2NBfm3RHUnXKqs,坐套我用的坐垫，不带靠背那种，纯亚麻的，下面硅胶不会滑动，后排都是直接放上面的，洗衣机洗过一次，也没变形啥的，质量还不错，俩前排，一后排长条的四百多，安全带插扣后排完全匹配，你得找找，店铺我忘了,内饰,0,
DV0SBA64ejJFM9IY,单论操控，原厂3系要比换了前后防倾杆的森林人好一点点，我估计再换绞牙应该差不太多    ,操控,1,
VdlNOF4hwD1GqXYR,谢谢，我就是想知道这套系统的价值，有时候黑乎乎看不见的时候，也挺有必要，不知道为啥就是不家装雷达   ,配置,0,
pStnVlAJ2W4wd3HN,动力途观的确没得说，我开途观的感受，就是沉，稳，但谈不上啥乐趣，油耗颇高……    ,油耗,-1,颇高
pStnVlAJ2W4wd3HN,动力途观的确没得说，我开途观的感受，就是沉，稳，但谈不上啥乐趣，油耗颇高……    ,动力,1,
YIw2DN4SvfpLmtFx,出17款森林人原装优科豪马G091轮胎4条，225 60R17，用了一年跑了22000公里，轮胎整体情况很好，没有鼓包和补胎。因为换AT胎所以想出手，价格好商量，有意可以私信我,价格,0,
HGWyxStVlsD01aTi,我的也出现这个问题了，我的处理方法是打开变速箱，然后换掉变速箱电磁阀，因为低速串么一般是电磁阀的问题，就全部换掉了，然后搞定，价格么原厂的变速箱油变速箱滤网1200 ，电磁阀700左右，要做的话全部下来2000左右,价格,0,
vnUJd1a3jhYuorQb,费用高吗，我看看我的清单。。。。。原厂轴承我的价格是440一个，我换了俩   ,价格,0,
JpalD1Am4SVxk6WH,我最近开XT，因为自己的XS去大修了，感觉油耗起码在15-16个以上，用同样的方式开我自己的XS，在三元催化效能低亮三灯的情况下，10.8个油，差距还是很大的，开这个车终于有一种开福特的感觉了,油耗,0,
Qf0rwpo7m6gYUPbF,2.0混动版动力相比2.5怎么样呢？运动版的座椅看视频里边是皮加织物，在这表格上显示的全是一样了，都是真皮的，不过这样也好，比较喜欢全真皮的。,内饰,1,
Qf0rwpo7m6gYUPbF,2.0混动版动力相比2.5怎么样呢？运动版的座椅看视频里边是皮加织物，在这表格上显示的全是一样了，都是真皮的，不过这样也好，比较喜欢全真皮的。,动力,0,
WUtelFkn8bKdv51E,目前老V6天籁，想换SUV明年初，考虑森林人和丐版四驱沃尔沃本来一直关注五代森林人的但动力和外观让我动摇～等上市看,外观,0,
WUtelFkn8bKdv51E,目前老V6天籁，想换SUV明年初，考虑森林人和丐版四驱沃尔沃本来一直关注五代森林人的但动力和外观让我动摇～等上市看,动力,0,
